label,binned_values,number_of_bins,probabilities
Sult4a1,"[2, 3, 1, 3, 1, 2, 3, 3, 1, 4, 3, 2, 1, 2, 2, 1, 3, 2, 4, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 1, 1, 3, 4, 1, 2, 1, 4, 1, 1, 2, 4, 1, 2, 2, 2, 1, 3, 1, 1, 3, 1, 1, 3, 1, 3, 4, 3, 1, 3, 3, 1, 1, 2, 4, 1, 3, 1, 4, 1, 3, 1, 1, 2, 3, 4, 2, 1, 4, 3, 1, 4, 3, 2, 1, 1, 2, 3, 4, 1, 1, 1, 1, 4, 3, 1, 2, 1, 3, 1, 1, 1, 2, 3, 4, 2, 1, 1, 1, 2, 4, 3, 3, 3, 1, 1, 3, 1, 2, 4, 2, 2, 3, 1, 1, 2, 1, 1, 2, 3, 1, 3, 2, 3, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 2, 1, 1, 1, 3, 4, 3, 4, 3, 3, 1, 1, 1, 1, 2, 1, 3, 4, 1, 2, 2, 1, 2, 3, 1, 3, 4, 1, 1, 3, 1, 3, 1, 3, 2, 1, 1, 4, 3, 3, 1, 2, 2, 1, 1, 1, 2, 1, 1]",4,"[0.44, 0.2, 0.255, 0.105]"
Lmo4,"[2, 3, 3, 3, 1, 3, 3, 2, 2, 3, 2, 1, 2, 2, 2, 2, 4, 2, 4, 2, 1, 1, 1, 1, 5, 2, 3, 1, 1, 1, 3, 3, 2, 3, 5, 2, 2, 1, 2, 2, 1, 3, 3, 3, 3, 1, 1, 5, 1, 4, 4, 1, 1, 2, 1, 1, 4, 1, 1, 4, 1, 2, 5, 2, 2, 3, 1, 3, 1, 2, 3, 1, 4, 1, 5, 1, 2, 3, 1, 1, 1, 1, 1, 2, 3, 3, 1, 3, 1, 3, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 5, 1, 3, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 3, 3, 3, 5, 2, 1, 1, 4, 1, 2, 1, 3, 2, 3, 3, 1, 2, 1, 1, 3, 3, 1, 4, 1, 4, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 3, 3, 2, 1, 1, 3, 5, 2, 5, 2, 3, 1, 1, 1, 3, 1, 1, 2, 3, 1, 1, 3, 1, 2, 4, 1, 1, 3, 1, 2, 3, 1, 3, 1, 4, 2, 3, 1, 3, 4, 3, 1, 4, 3, 1, 1, 1, 2, 1, 1]",5,"[0.45, 0.195, 0.235, 0.075, 0.045]"
Faim2,"[1, 2, 1, 5, 1, 1, 2, 3, 1, 2, 3, 1, 1, 3, 1, 1, 4, 1, 4, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 4, 3, 3, 1, 1, 1, 4, 3, 1, 1, 2, 4, 3, 1, 1, 4, 1, 1, 1, 1, 2, 2, 1, 2, 3, 1, 1, 3, 1, 4, 4, 3, 1, 1, 4, 1, 1, 3, 3, 1, 3, 3, 3, 1, 2, 1, 1, 1, 3, 4, 2, 1, 4, 1, 1, 2, 2, 1, 1, 1, 3, 4, 2, 1, 1, 1, 1, 3, 2, 3, 1, 1, 1, 1, 1, 1, 4, 3, 3, 2, 1, 1, 1, 1, 1, 2, 3, 3, 1, 1, 1, 1, 2, 4, 4, 1, 2, 1, 1, 2, 1, 3, 3, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1, 4, 4, 3, 4, 3, 4, 1, 1, 1, 1, 1, 1, 3, 5, 1, 2, 1, 1, 1, 1, 1, 1, 4, 1, 1, 3, 2, 2, 3, 1, 1, 1, 1, 4, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]",5,"[0.57, 0.15, 0.155, 0.115, 0.01]"
A830010M20Rik,"[1, 2, 2, 3, 1, 4, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 3, 1, 2, 1, 1, 2, 1, 1, 3, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 3, 3, 1, 2, 1, 2, 1, 1, 2, 5, 1, 2, 2, 3, 1, 2, 1, 1, 2, 1, 1, 4, 1, 1, 3, 2, 1, 2, 1, 2, 1, 1, 3, 1, 5, 1, 4, 1, 3, 2, 1, 1, 2, 3, 2, 1, 4, 3, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 3, 1, 2, 2, 1, 3, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 2, 2, 2, 4, 1, 1, 1, 2, 1, 2, 2, 3, 3, 4, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 4, 4, 2, 2, 3, 3, 1, 2, 1, 1, 2, 1, 3, 3, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1]",5,"[0.52, 0.31, 0.12, 0.04, 0.01]"
Pcdh7,"[1, 1, 1, 4, 1, 4, 1, 1, 1, 2, 2, 4, 1, 3, 1, 1, 1, 3, 5, 1, 1, 2, 2, 1, 2, 3, 4, 1, 1, 1, 2, 1, 1, 4, 2, 2, 1, 1, 4, 4, 1, 1, 1, 1, 2, 1, 1, 4, 1, 3, 1, 5, 3, 1, 2, 1, 1, 2, 1, 1, 2, 5, 4, 4, 2, 1, 1, 3, 1, 1, 1, 1, 4, 2, 1, 1, 4, 2, 1, 2, 1, 2, 1, 1, 4, 1, 1, 4, 1, 1, 1, 2, 2, 1, 4, 1, 1, 1, 1, 3, 2, 1, 3, 2, 2, 1, 2, 1, 2, 2, 3, 4, 1, 1, 2, 2, 2, 1, 4, 2, 1, 1, 1, 1, 1, 4, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 3, 4, 4, 3, 3, 2, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 2, 1, 1, 2, 3, 1, 1, 4, 1, 3, 1, 2, 1, 1, 1, 2, 2, 1, 1]",5,"[0.575, 0.205, 0.09, 0.115, 0.015]"
Camk1d,"[2, 1, 1, 3, 1, 2, 3, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 4, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 3, 3, 2, 2, 3, 2, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 1, 3, 1, 2, 2, 2, 1, 3, 1, 1, 2, 1, 1, 3, 1, 3, 4, 1, 1, 3, 1, 1, 2, 2, 1, 1, 4, 1, 4, 1, 2, 1, 1, 1, 2, 3, 1, 1, 4, 2, 1, 3, 2, 2, 1, 1, 1, 3, 2, 1, 1, 1, 2, 2, 1, 1, 3, 1, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 4, 1, 1, 1, 2, 1, 2, 3, 2, 2, 2, 1, 1, 3, 2, 1, 2, 1, 1, 3, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 3, 3, 2, 4, 1, 1, 1, 1, 3, 1, 1, 4, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 3, 1, 2, 1, 3, 2, 3, 1, 1, 2, 3, 1, 2, 3, 1, 1, 2, 1, 1, 1]",4,"[0.57, 0.23, 0.155, 0.045]"
Ank,"[1, 2, 1, 5, 2, 1, 1, 4, 1, 3, 1, 4, 1, 1, 1, 1, 1, 2, 4, 1, 1, 2, 1, 4, 4, 1, 5, 4, 1, 1, 5, 3, 3, 2, 1, 3, 1, 3, 2, 5, 1, 1, 3, 4, 2, 2, 1, 2, 1, 2, 2, 3, 1, 2, 3, 2, 1, 1, 3, 5, 1, 3, 5, 2, 3, 5, 3, 1, 1, 2, 2, 1, 4, 3, 1, 2, 3, 1, 3, 1, 3, 5, 1, 1, 1, 1, 5, 5, 1, 1, 1, 1, 2, 2, 1, 1, 1, 3, 1, 5, 1, 5, 2, 2, 3, 2, 1, 2, 5, 4, 4, 1, 2, 1, 1, 3, 1, 1, 5, 2, 2, 1, 1, 2, 2, 5, 2, 2, 5, 1, 1, 2, 2, 3, 2, 1, 5, 3, 3, 3, 3, 2, 1, 1, 1, 1, 4, 2, 2, 2, 2, 2, 1, 1, 1, 4, 2, 1, 2, 1, 3, 1, 4, 1, 3, 2, 1, 2, 5, 3, 2, 1, 1, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 1, 4, 2, 3, 2, 2, 2, 2, 3, 2, 1, 1]",5,"[0.415, 0.27, 0.155, 0.07, 0.09]"
Herc2,"[3, 1, 3, 4, 2, 2, 3, 3, 1, 4, 1, 2, 1, 3, 3, 2, 4, 2, 5, 2, 2, 3, 1, 3, 5, 3, 3, 1, 1, 1, 3, 3, 1, 2, 3, 1, 1, 1, 3, 4, 1, 3, 1, 2, 1, 1, 2, 4, 2, 2, 2, 3, 1, 3, 1, 1, 3, 2, 3, 1, 2, 3, 5, 4, 2, 2, 2, 1, 1, 3, 4, 1, 4, 2, 4, 1, 3, 1, 2, 1, 3, 3, 1, 2, 5, 3, 1, 4, 3, 2, 1, 1, 2, 3, 4, 1, 1, 1, 1, 3, 3, 1, 3, 1, 4, 1, 2, 1, 2, 4, 4, 3, 3, 1, 1, 4, 2, 3, 4, 1, 1, 3, 2, 1, 3, 3, 3, 3, 3, 2, 1, 4, 1, 1, 1, 1, 3, 3, 1, 3, 2, 1, 1, 4, 1, 1, 4, 2, 1, 2, 2, 1, 1, 2, 2, 4, 4, 2, 5, 1, 4, 3, 2, 1, 1, 2, 3, 3, 5, 1, 2, 3, 1, 1, 2, 1, 2, 1, 1, 1, 4, 1, 2, 1, 4, 2, 3, 1, 4, 1, 4, 2, 3, 3, 1, 2, 2, 1, 1, 1]",5,"[0.37, 0.225, 0.245, 0.13, 0.03]"
Brd2,"[2, 2, 3, 4, 1, 1, 3, 4, 1, 4, 2, 1, 2, 1, 2, 2, 2, 2, 4, 1, 1, 1, 1, 1, 2, 1, 3, 2, 1, 2, 2, 1, 4, 2, 1, 2, 1, 1, 5, 4, 2, 1, 1, 3, 1, 3, 1, 4, 2, 2, 2, 2, 1, 2, 2, 1, 1, 5, 1, 3, 2, 3, 4, 2, 1, 2, 2, 2, 1, 1, 4, 3, 2, 2, 4, 1, 1, 1, 3, 1, 4, 2, 1, 1, 4, 3, 2, 3, 1, 1, 1, 1, 2, 2, 4, 3, 2, 1, 1, 3, 3, 1, 2, 2, 4, 3, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 4, 3, 2, 1, 1, 1, 2, 1, 1, 2, 3, 1, 2, 3, 2, 1, 1, 1, 3, 2, 1, 2, 1, 1, 2, 4, 2, 2, 1, 1, 3, 2, 3, 2, 1, 3, 2, 3, 1, 2, 2, 2, 4, 3, 2, 1, 1, 1, 2, 5, 1, 1, 4, 2, 2, 2, 3, 1, 1, 2, 3, 2, 1, 2, 3, 3, 3, 1, 3, 1, 2, 2, 1, 1, 1]",5,"[0.395, 0.35, 0.15, 0.09, 0.015]"
Fbxo11,"[1, 1, 1, 4, 1, 2, 2, 3, 1, 2, 2, 1, 1, 3, 2, 1, 2, 1, 3, 1, 1, 1, 1, 4, 2, 1, 3, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 3, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 3, 1, 4, 1, 2, 1, 1, 1, 3, 2, 1, 1, 2, 1, 1, 4, 2, 1, 1, 1, 1, 2, 3, 1, 1, 2, 2, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1, 3, 2, 1, 2, 1, 1, 2, 2, 1, 3, 1, 1, 1, 2, 1, 2, 3, 1, 2, 2, 2, 1, 3, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 3, 3, 2, 3, 3, 3, 2, 1, 1, 1, 1, 2, 2, 4, 1, 1, 1, 2, 1, 3, 1, 2, 2, 1, 1, 3, 1, 1, 1, 2, 1, 2, 1, 2, 1, 3, 2, 3, 1, 1, 2, 1, 1, 1, 1]",4,"[0.545, 0.315, 0.115, 0.025]"
Atp2b2,"[2, 2, 2, 4, 1, 1, 3, 4, 1, 4, 2, 3, 1, 2, 2, 1, 4, 1, 4, 2, 2, 2, 1, 1, 2, 2, 4, 1, 1, 1, 3, 1, 4, 2, 2, 2, 2, 1, 4, 5, 1, 2, 2, 3, 1, 1, 1, 4, 1, 3, 1, 4, 2, 4, 3, 1, 3, 1, 1, 2, 1, 3, 5, 2, 1, 3, 4, 2, 1, 3, 3, 1, 5, 1, 3, 1, 3, 1, 1, 1, 4, 3, 2, 1, 5, 2, 1, 4, 2, 2, 1, 1, 2, 4, 5, 1, 1, 1, 1, 4, 4, 1, 2, 1, 3, 2, 1, 2, 4, 3, 4, 2, 2, 1, 1, 3, 5, 2, 4, 2, 1, 1, 1, 1, 2, 5, 4, 3, 2, 1, 1, 3, 2, 1, 3, 3, 2, 3, 1, 3, 1, 1, 1, 4, 1, 2, 3, 1, 1, 5, 4, 2, 1, 1, 3, 4, 3, 3, 4, 4, 3, 1, 2, 1, 1, 3, 2, 3, 4, 2, 2, 2, 2, 2, 4, 1, 2, 2, 1, 1, 4, 2, 2, 1, 4, 1, 2, 1, 3, 2, 4, 1, 2, 2, 1, 1, 1, 2, 1, 1]",5,"[0.375, 0.275, 0.155, 0.155, 0.04]"
Lphn1,"[2, 1, 2, 4, 1, 2, 2, 3, 1, 2, 2, 2, 1, 2, 2, 1, 3, 1, 4, 2, 1, 2, 1, 1, 4, 1, 3, 1, 1, 2, 3, 1, 3, 1, 3, 1, 1, 1, 3, 3, 1, 1, 1, 3, 1, 1, 2, 4, 1, 4, 3, 3, 2, 3, 1, 1, 2, 1, 1, 3, 1, 3, 4, 3, 2, 2, 3, 2, 1, 3, 2, 1, 4, 1, 2, 1, 2, 2, 1, 2, 3, 2, 1, 2, 4, 2, 1, 4, 1, 2, 1, 2, 2, 2, 3, 2, 1, 1, 2, 3, 2, 1, 3, 1, 3, 1, 2, 1, 3, 3, 3, 2, 2, 1, 1, 2, 2, 2, 4, 2, 1, 2, 3, 2, 2, 3, 3, 2, 2, 1, 2, 3, 1, 1, 3, 3, 1, 2, 1, 2, 2, 1, 1, 3, 1, 1, 2, 2, 1, 3, 2, 1, 1, 2, 2, 4, 3, 3, 4, 3, 3, 1, 2, 1, 1, 2, 1, 2, 4, 1, 2, 2, 1, 1, 4, 2, 2, 1, 1, 1, 3, 1, 2, 1, 3, 2, 2, 1, 4, 3, 3, 1, 2, 3, 1, 1, 1, 1, 1, 1]",4,"[0.39, 0.325, 0.21, 0.075]"
Abr,"[2, 3, 2, 4, 1, 2, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 4, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 2, 3, 1, 1, 2, 4, 2, 2, 2, 2, 2, 3, 2, 1, 2, 4, 1, 3, 1, 3, 4, 2, 1, 2, 4, 1, 1, 2, 2, 1, 4, 1, 4, 1, 4, 2, 1, 1, 1, 2, 2, 1, 4, 2, 1, 4, 2, 2, 2, 2, 1, 3, 3, 1, 2, 1, 1, 1, 2, 1, 2, 1, 4, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 2, 3, 2, 4, 2, 1, 1, 2, 1, 2, 2, 2, 2, 4, 2, 1, 3, 1, 2, 3, 2, 1, 3, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 4, 3, 2, 1, 2, 2, 3, 4, 3, 4, 3, 4, 1, 1, 2, 1, 2, 1, 2, 4, 1, 1, 2, 2, 2, 3, 1, 2, 2, 1, 1, 3, 2, 3, 1, 3, 2, 2, 2, 2, 3, 3, 1, 4, 3, 1, 1, 2, 1, 1, 2]",4,"[0.35, 0.415, 0.135, 0.1]"
Asph,"[2, 1, 1, 3, 1, 2, 1, 4, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 3, 1, 1, 2, 4, 1, 3, 1, 1, 1, 1, 1, 3, 1, 2, 3, 3, 2, 1, 3, 3, 1, 1, 2, 1, 3, 1, 3, 1, 4, 2, 1, 1, 1, 2, 3, 2, 3, 1, 1, 2, 2, 1, 1, 2, 2, 2, 4, 1, 1, 1, 1, 3, 1, 1, 2, 2, 2, 1, 1, 1, 1, 3, 2, 1, 1, 1, 3, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 4, 1, 1, 1, 1, 3, 2, 2, 3, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 2, 1, 3, 1, 2, 2, 2, 3, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 3]",4,"[0.54, 0.33, 0.105, 0.025]"
Bai1,"[1, 1, 1, 3, 2, 1, 2, 2, 1, 5, 2, 2, 1, 2, 1, 2, 1, 1, 4, 1, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 2, 1, 2, 2, 3, 2, 2, 1, 4, 5, 2, 1, 2, 1, 2, 1, 2, 4, 1, 3, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 4, 1, 1, 2, 3, 2, 1, 3, 1, 1, 4, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 4, 2, 1, 5, 2, 1, 1, 1, 4, 2, 5, 2, 2, 1, 1, 3, 3, 2, 2, 1, 1, 1, 1, 1, 4, 4, 2, 1, 3, 1, 1, 1, 4, 1, 4, 2, 1, 2, 3, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 3, 2, 2, 2, 1, 1, 1, 1, 2, 4, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 2, 2, 3, 2, 3, 2, 3, 1, 2, 1, 3, 2, 2, 2, 2, 1, 3, 2, 2, 2, 3, 1, 2, 2, 3, 2, 2, 2, 2, 1, 3, 2, 2, 2, 2, 4, 3, 1, 2, 3, 1, 1, 1, 1, 1, 1]",5,"[0.42, 0.38, 0.115, 0.065, 0.02]"
Strbp,"[1, 2, 2, 4, 1, 2, 2, 3, 1, 4, 4, 2, 1, 2, 1, 1, 2, 1, 4, 2, 2, 2, 1, 2, 3, 1, 3, 1, 2, 2, 3, 2, 3, 1, 3, 2, 1, 1, 2, 3, 1, 1, 2, 3, 1, 1, 2, 5, 1, 4, 2, 4, 1, 3, 2, 1, 3, 1, 2, 2, 1, 2, 5, 4, 1, 2, 2, 3, 1, 3, 4, 1, 4, 1, 1, 1, 2, 1, 1, 1, 4, 3, 2, 1, 4, 2, 1, 3, 2, 2, 1, 1, 2, 3, 5, 1, 1, 1, 2, 2, 2, 1, 2, 1, 3, 2, 2, 1, 2, 2, 3, 3, 2, 1, 1, 2, 3, 1, 3, 2, 1, 2, 2, 1, 1, 3, 2, 2, 3, 1, 1, 4, 2, 1, 3, 3, 1, 3, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 4, 2, 4, 1, 1, 2, 1, 2, 1, 2, 5, 1, 2, 2, 1, 2, 2, 1, 3, 2, 1, 1, 4, 2, 2, 1, 3, 2, 2, 1, 3, 2, 3, 1, 2, 2, 1, 1, 1, 2, 2, 1]",5,"[0.375, 0.385, 0.145, 0.075, 0.02]"
Gjc3,"[1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 2, 3, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 3, 1, 2, 1, 3, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 2, 2, 2, 1, 3, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 1]",3,"[0.715, 0.21, 0.075]"
Csrp1,"[1, 3, 2, 1, 3, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 2, 1, 1, 3, 1, 1, 1, 3, 3, 1, 1, 4, 2, 1, 1, 3, 3, 1, 1, 1, 3, 1, 1, 3, 1, 1, 3, 1, 2, 3, 1, 3, 1, 1, 1, 3, 2, 1, 3, 1, 1, 1, 1, 1, 3, 1, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 2, 2, 3, 1, 1, 3, 3, 3, 3, 1, 1, 3, 1, 3, 1, 3, 1, 3, 2, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1, 1, 3, 2, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 1, 3, 3, 1, 2, 2, 1, 1, 2, 3, 1, 2, 1, 1, 1, 2, 1, 1, 3, 1, 1, 2, 1, 3, 1, 1, 3, 3, 1, 1, 1, 1, 2, 1, 1, 3, 3, 1, 3, 1, 3, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 3, 3, 3, 3, 1, 2]",4,"[0.57, 0.085, 0.335, 0.01]"
Gatm,"[1, 3, 3, 1, 3, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 1, 4, 3, 3, 1, 3, 3, 2, 2, 1, 3, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 3, 4, 1, 1, 3, 1, 1, 2, 1, 1, 1, 3, 1, 1, 3, 1, 3, 1, 2, 1, 1, 2, 1, 2, 3, 2, 1, 3, 1, 3, 1, 3, 1, 1, 4, 3, 1, 1, 1, 3, 1, 1, 4, 2, 1, 1, 1, 1, 3, 1, 1, 3, 1, 4, 1, 1, 1, 4, 1, 3, 1, 3, 3, 3, 2, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 3, 2, 1, 1, 1, 1, 2, 1, 3, 3, 1, 1, 4, 1, 3, 1, 3, 3, 4, 1, 1, 3, 1, 1, 4, 1, 1, 2, 3, 1, 1, 1, 3, 1, 1, 1, 1, 3, 3, 1, 1, 3, 3, 1, 1, 3, 3, 1, 1, 1, 1, 3, 1, 1, 3, 3, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 4, 3, 3, 1, 3, 1]",4,"[0.595, 0.065, 0.28, 0.06]"
Bcan,"[1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1, 3, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 2, 1, 1, 1, 3, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 3, 3, 1, 1, 2, 1, 4, 1, 3, 3, 1, 1, 1, 1, 3, 1, 4, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 3, 2, 3, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 3, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 4, 1, 2, 1, 4, 1, 1, 4, 2, 1, 1, 1, 1, 3, 1, 1, 3, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 2, 1, 1, 2, 2, 1, 3, 3, 1, 4]",4,"[0.7, 0.105, 0.16, 0.035]"
Rnf44,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 3, 2, 1, 3, 1, 1, 1, 1, 3, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 3, 2, 1, 1, 3, 1, 1, 3, 3, 1, 1, 2, 2, 1, 1, 1, 2, 3, 1, 1, 2, 1, 2, 4, 2, 1, 1, 1, 1, 2, 1, 3, 1, 3, 2, 4, 1, 3, 3, 2, 1, 1, 2, 1, 1, 4, 2, 2, 3, 1, 1, 1, 1, 1, 3, 4, 1, 4, 3, 1, 3, 1, 3, 2, 1, 2, 1, 3, 1, 2, 3, 3, 1, 1, 1, 2, 2, 3, 2, 3, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 3, 1, 2, 2, 1, 1, 1, 4, 2, 1, 1, 1, 1, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 3, 1, 1, 3, 1, 2, 4, 2, 2, 2, 1, 1, 3, 1, 1, 1, 1, 3, 3, 3, 1, 1, 3, 1, 2, 1, 1, 1, 1]",4,"[0.55, 0.23, 0.185, 0.035]"
Efnb3,"[1, 2, 1, 2, 4, 2, 2, 2, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 3, 2, 4, 3, 1, 1, 3, 2, 1, 2, 2, 3, 1, 2, 1, 1, 4, 1, 2, 2, 1, 1, 2, 4, 4, 2, 3, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 2, 2, 2, 4, 1, 2, 1, 2, 3, 1, 1, 1, 1, 4, 2, 3, 2, 1, 1, 4, 2, 1, 1, 1, 1, 4, 2, 4, 4, 1, 1, 1, 1, 2, 2, 2, 4, 1, 4, 1, 1, 1, 3, 2, 2, 3, 4, 2, 4, 2, 2, 1, 1, 2, 3, 1, 2, 2, 1, 4, 2, 2, 1, 2, 2, 1, 2, 2, 1, 3, 1, 1, 2, 1, 4, 3, 2, 2, 1, 3, 4, 2, 2, 4, 2, 3, 2, 2, 1, 2, 3, 1, 1, 2, 2, 1, 1, 4, 2, 3, 2, 4, 2, 1, 1, 1, 1, 2, 2, 2, 2, 4, 1, 1, 2, 2, 1, 1, 1, 3, 3, 3, 3, 1, 4, 3, 2, 1, 1, 2, 2, 2, 3, 2, 2, 2, 4, 1, 1, 1, 1]",4,"[0.4, 0.36, 0.115, 0.125]"
