"C1" "C2" "C3" "C4" "C5" "C6" "C7" "C8" "C9" "C10" "C11" "C12" "C13" "C14" "C15" "C16" "C17" "C18" "C19" "C20" "C21" "C22" "C23" "C24" "C25" "C26" "C27" "C28" "C29" "C30" "C31" "C32" "C33" "C34" "C35" "C36" "C37" "C38" "C39" "C40" "C41" "C42" "C43" "C44" "C45" "C46" "C47" "C48" "C49" "C50" "C51" "C52" "C53" "C54" "C55" "C56" "C57" "C58" "C59" "C60" "C61" "C62" "C63" "C64" "C65" "C66" "C67" "C68" "C69" "C70" "C71" "C72" "C73" "C74" "C75" "C76" "C77" "C78" "C79" "C80" "C81" "C82" "C83" "C84" "C85" "C86" "C87" "C88" "C89" "C90" "C91" "C92" "C93" "C94" "C95" "C96" "C97" "C98" "C99" "C100" "C101" "C102" "C103" "C104" "C105" "C106" "C107" "C108" "C109" "C110" "C111" "C112" "C113" "C114" "C115" "C116" "C117" "C118" "C119" "C120" "C121" "C122" "C123" "C124" "C125" "C126" "C127" "C128" "C129" "C130" "C131" "C132" "C133" "C134" "C135" "C136" "N1" "C137" "C138" "C139" "N2" "C140" "C141" "C142" "N3" "N4" "N5" "N6" "R1" "N7" "N8" "N9" "N10" "N11" "N12" "N13" "N14" "N15" "N16" "N17" "N18" "N19" "N20" "N21" "N22" "N23" "N24" "N25" "N26" "R2" "R3" "R4"
"1810037I17Rik" 0 1464.52 5.5 1232.83 812.1 1695.58 588.05 1180.16 2.82 6.97 0 277.48 1490.95 1274.58 1328.67 510.24 11 1472.49 2.54 6.39 655.23 9.86 4.58 2789.12 10.11 299.4 9.88 5.19 715.23 354.68 0 351.68 6.79 31.33 577.82 304.48 1595.41 881.36 3.3 729.82 1039.11 481.46 99.33 330.53 2.72 378.03 3407.37 1467.44 308.45 0 710.48 143.58 1540.38 310.21 2610.22 496.39 609.7 0 499.22 0 1447.12 0 733.62 2.35 6.78 18.75 863.29 773.31 2.63 974.39 193.1 1669.82 741.73 364.59 397.42 769.77 528.48 0 2.03 615.09 6.66 0 630.98 1281.04 1141.03 478.16 3.9 1332.99 35.89 789.03 508.79 6.6 513.66 796.2 2179.42 844.55 667.02 3666.45 818.98 7.85 0 330.21 462.47 188.81 1620.32 771.73 1467.89 34.42 1368.42 378.87 1.53 148.73 112.01 6.28 237.8 761.8 246.27 6.75 0 2381.85 451.65 4.45 444.27 4.84 274.6 448.51 153.56 1062.19 0 782.31 3.48 0 379.2 3.14 28.71 461.25 0 5.98 520.21 1077.01 0 0 511.09 37.34 1113.35 14.58 779.44 1102.41 479.68 823.85 6.25 3.78 395.85 17.55 1212.77 0 3.21 746.44 0 261.34 300.06 26.99 1046.56 0 0 2017.08 727.47 668.68 1464.04 2.56 52.23 0
"Srsf5" 605.8 479.16 2.73 423.89 351.48 597.03 518.94 379.98 237.33 1334.59 1635.63 674.29 2.09 0 2.1 203.44 2538.89 4.61 120.21 241.32 224.65 181.82 243.42 0 4.49 531.45 4.09 1466.33 918.81 0 0 98.18 130.74 2741.28 1243.29 9.93 0 0 971.84 748.08 1270.03 1.85 52.85 1462.77 1682.33 1910.48 1977.24 33.82 1040.54 193.45 1238.07 115.77 704.85 1019.24 4.08 3.44 99.94 11.88 145.82 500.25 929.67 475.1 685.31 286.42 186.89 6.98 2.94 3.9 1878.08 474.61 5.09 363.02 2629.84 514.75 262.76 154.37 1275.57 2 241.66 38.03 234.65 2626.95 3.09 396.96 296.34 1088.96 1.93 385.46 3920.92 1012.18 153.09 9.83 3.27 1602.23 1063.95 2333.76 498.94 4.55 232.99 0 45.99 2.34 2413.95 829.16 1.03 8.36 276.11 2372.54 220.39 1.89 0.76 1.51 1000.72 190.57 37.12 1176.82 1492.52 2989.18 1558 1328.43 457.32 2334.27 267.31 280.08 1.43 1.51 138.2 3.58 35.4 747.57 5.18 1229.49 233.43 32.95 249.99 4.35 0 181.15 11.59 3.25 7.79 466.56 2833.71 4.64 191.54 9.7 456.7 8.89 808.54 723.32 3.1 1190.84 289.56 637.42 3.44 4.79 205.46 2.1 9.35 447.3 589.8 129.99 27.14 0 138.92 1.64 580.64 304.85 19.52 759 0.93 678.41
"Tmem256" 0 0 0 0 0 45.45 0 1295.74 53.31 0 0 0 0 0 0 0 0 1492.87 0 121.05 0 2799.67 0 0 0 0 0 0 100.37 0 3479.7 0 0 0 0 883.44 610.75 0 0 0 1910.53 0 402.94 0 0 0 563.27 0 3354.25 549.69 0 0 0 0 1431.35 0 1088.56 0 0 0 723.45 215.39 1096.37 0 0 0 0 0 0 2761.21 1242.53 0 0 0 2366.7 146.69 535.93 0 652.7 54.91 0 0 2197.77 0 121.47 0 2433.28 2400.96 0 220.47 1296.94 0 2989.8 0 2585.19 2746.05 1866.93 260.31 0 0 3799.25 1271.68 0 687.35 39.27 0 1735.77 0 0 0 1790.54 57.48 605.81 0 0 1641.96 0 0 0 0 0 0 675.82 0 549.94 2072.28 764.96 982.5 0 875.81 1053.57 0 639.22 2879.35 1232.07 1693.21 0 0 0 1115.93 0 1624.08 0 0 0 0 4576.45 0 173.86 0 946.67 143.07 0 1660.65 0 0 60.84 1600.47 0 0 1195.82 1532.66 0 0 1045.73 62.44 0 0 0 2474.96 623.28 0
"Rpl29" 0 4.2 5.42 1973.18 565.44 1027.66 1291.65 437.65 5.56 0 8.74 972.9 0 1178.69 677.4 0 29.12 9.15 5.01 37.84 7.69 0 1473.1 255.3 86.44 1252.33 84.45 0 0 2.26 0 896.41 1600.32 1434.96 0 973.07 1625.79 407.66 6.52 0 12.67 445.08 2365.34 788.35 164.27 0 11.86 48.85 870.78 1942.79 610.83 1222.56 1054.62 827.57 0 11.39 345.97 1330.9 1964.87 1125.63 446.73 7.48 684.55 692.01 1008.97 9.25 142.46 1614.25 818.59 887.26 8.09 520.23 0 1210.63 995.29 725.34 0 0 1538.91 1304.8 0 25.36 8.18 463.01 784.35 4.28 38.42 672.08 3646.08 1594.22 478.59 13.02 0 2034.07 922.73 936.77 841.71 0 504.04 118.4 0 503.95 206.39 372.45 4.09 0 550.49 22.63 0 951.56 902.78 1112.71 702.27 0 0 1695.98 1033.52 0 597.2 358.44 1119.19 1832.73 1422.57 860.77 744.98 947.71 813.1 278.7 1633.18 167.25 809.67 1264.98 187.94 293.85 1687.07 560.46 51.26 418.33 0 155.87 448.74 0 0 0 0 0 1137.76 0 1304.43 9.08 0 51.56 5.65 0 2023.19 0 1102.22 441.65 0 4.26 18.62 0 982.02 0 1662.66 165.93 5.36 0 4.85 5.06 5.52 70
"Polr2k" 0 547.4 63.08 73.53 0 1775.22 29.08 0 0 0 481.51 0 5141.95 0 223.79 0 0 1811.15 101.47 302.46 155.86 0 0 0 33.69 26.01 21.32 0 0 1781.56 253.31 0 291.08 10.29 0 2211.16 0 0 29.31 0 0 2084.33 2117.17 97.93 27.16 0 0 420.99 2469.96 1471.14 0 0 169.48 0 461.63 0 636.15 4064.45 65.2 33.24 646.85 0 1080.33 2977.9 100.24 4796.44 460.41 1615.68 2242.32 0 0 104.04 51.6 0 423.36 0 942.84 0 788.9 0 199.57 42.78 2889.16 0 2211.57 551.93 6803.9 1487.48 3343.1 0 0 0 218.01 0 0 0 1058.86 0 2355.59 0 2584.93 0 0 18.18 26.86 712.41 0 423.96 1403.13 0 15.24 0 119.9 111.41 0 0 0 0 2493.15 0 4.44 22.25 2528.12 760.34 181.17 0 346.87 686.86 0 701.4 1663.65 0 316.12 0 1360.75 0 0 318.23 0 525.98 1225.95 0 0 0 0 0 23.04 0 0 0 0 0 0 292.15 0 0 264.53 615.04 0 0 3600.91 409.4 0 0 0 0 825.96 902.81 0 0 344.72 0
"Mrps33" 3.81 1225.03 1608.71 301.19 7.94 576.06 0 7.66 539 2445.24 3.89 395.68 4.56 1411.97 619.98 1251.72 820.92 1091.32 6.69 951.78 980.92 1084.22 4.02 0 1315.12 1750.42 1.45 2.81 8.76 900.7 6.86 3.4 3000.44 6.11 5.63 4.39 5.15 125.58 977.45 9.71 2146.82 159.95 342.61 1277.59 787.49 98.97 5.28 0 14.21 8.23 2.6 0 2484.32 2.33 53.86 5.07 439.77 8.4 340.9 1291.22 121.78 4.1 288.14 0 431.66 12.35 648.91 0 0 1174.17 1486.18 495.45 1145.36 889.49 358.7 489.84 869.64 6.52 278.64 1097.87 0 0 136.14 427.51 1278.89 1316.9 487.1 1296.95 19.42 1024.92 1012.99 11.59 277.64 1681.09 541.61 678.7 0 0 335.34 0 0 891.7 9.67 417.56 4480.79 0 1069.46 0 205.68 796.66 806.24 506.71 224.76 5.51 1656.43 4.08 253.82 1680.1 0 416.88 171.25 48.87 370.87 865.05 195.49 1540.22 0 667.15 175.25 414.09 499.13 911.09 616.78 452.94 1996 634.4 1282.38 377 2.93 0 695.32 41.41 0 0 1859.84 0 896.45 0 754.01 9.96 43.91 4.09 3.1 397.96 0 5.22 2.82 1180.23 10.19 0 460.33 566.3 9.86 6013.76 4.69 885.54 317.48 2.25 2.66 11.25 389.72 0
"Atp5b" 3.25 572.97 6.17 791.42 1348.43 2.69 4.36 178.4 3.16 1550.07 6.62 214.92 955.22 15.74 720.13 1222.85 6.17 789.43 2634.8 198.51 4.38 9.22 1.71 6.45 8.76 180.35 3.08 1232.83 577.1 2.51 14.22 3.52 5.08 372.36 120.71 31.18 463.97 471.83 2.47 10.34 1.18 6.28 758.95 340.97 7.12 1594.29 133.77 11.58 4.91 274.22 0.9 1106.04 1392.51 2142.62 1.84 1.08 1656.04 5.37 651.67 8.71 768.65 5.67 140.14 6.16 877.56 482.16 1251.69 551.97 293.71 0 832.86 3.89 45.11 1271.34 1032.05 1142.87 7.06 0.75 671.9 4.88 2.49 3.2 2.33 13.69 1274.41 130.73 64.1 1197.08 765.13 1.09 333.65 14.82 35.12 0.82 255.33 635.7 465.45 12 190.08 5.87 3.3 356.18 868.8 1184.31 0.78 711.67 1306.33 1699.23 137.42 880.82 321.81 659.82 1497.65 98.37 850.58 2019.8 571.5 2251.22 152.23 2285.11 204.34 8.68 579.49 464.68 925.33 26.16 1023.64 289.55 2.67 0.96 565.93 859.08 1074.85 92.66 747.53 0.66 1984.19 98.42 4.99 1379.28 375.53 28.52 0.93 20.95 3.2 10.9 17.49 89.5 2031.68 12.05 310.95 1236.33 1.07 1392.44 12.96 1275.85 2089.3 2423.75 17.61 1469.38 2639.06 1036.63 1212.71 0 991.72 1172.12 485.05 560.83 1367.21 837.05 1281.38 9.75
"Ly6a" 0 0 0 0 78.72 0 0 2.45 2.92 0 0 0 0 0 0 0 0 0 0 6.64 0 0 0 2.24 0 0 0 5.39 0 1.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.43 93.4 11.36 0 0 0 2.75 0 3 0 4.97 0 3.46 0 3.94 0 0 3.52 0 0 0 0 0 0 7.21 1.65 0 0 1023.62 0 0 0 0 0 0 0 0 2515.85 2.25 0 0 0 0 0 13.71 0 0 0 0 0 0 0 0 0 0 11.44 1.89 2.05 0 0 0 0 0 0 0 4.15 0 2.29 0 0 0 4.88 0 1.56 0 0 2.52 0 0 0 0 0 0 3.61 0 0 0 0 0 0 40.92 6.93 749.62 0 276.87 0 9.69 8228.57 0 2458.05 9548.07 70.32 19402.05 0 0 0 6.07 7335.06 5.01 0 0 19.56 0 0 2.8 0 35213.32 0 0 0 0 3675.92 1114.74 40.62 0
"Cpne8" 0 0 0 248.65 9.09 756.95 1328.68 120.81 271 1183.73 909.58 1229.28 8.63 0 379.76 312.29 1238.82 688.81 524.4 366.54 892.91 1236.86 0 0 1283.45 564.76 3.37 2285.89 2098.51 23.76 194.66 585.43 994.11 1118.11 1955.29 116.72 0 654.26 1447.89 2003.65 1104.79 15.62 29.05 757.67 5.52 955.1 1132.28 2056.09 456.79 530.84 1845.56 102.66 126.49 184.16 491.43 1204.81 0 440.88 440.91 1324.7 194.3 1661.48 974.9 529.63 263.81 1286.17 1690.93 107.5 631.14 1327.16 130.57 0 1555.79 1822.41 18.28 723.25 347.79 818.72 137.72 0 1322.31 657.48 925.37 1383.44 14.39 333.48 398.76 813.54 3527.55 625.94 983.89 542.93 0.31 1040.31 228.17 2246.61 654.27 19.63 989.93 75.2 1228.11 13.69 155.85 144.96 4.25 294.67 842.91 1159.59 562.06 616.73 3.12 161.65 196.57 410.33 454.67 1891.57 716.46 428.15 7.58 6.64 235.55 1423.49 182.75 109.17 3.3 99.62 16.55 8.86 0 308.55 221.48 26.54 175.48 143.19 184.21 186.7 390.15 6.12 1402.04 148.12 353.34 762.97 66.92 0 0 0 30.83 0 0 482.34 307.17 16.75 352.82 176.61 14.19 266.76 19.74 60.59 617.06 449.02 355.64 143.69 180.3 0 470.66 84.16 409.39 335.72 0 57.4 72.57 42.74
"Vdac3" 0 1527.17 1.51 583.65 0 3.95 2131.8 517.9 1014.95 0 50.83 2.16 0 10332.43 674.76 1669.88 0 694.72 1627.83 14.03 3976.38 2.7 2.51 0 662.23 966.86 3302.64 9.97 0 72.14 3.48 1.72 1.86 1092.29 8.57 1503.96 2515.2 2.71 50.76 6.07 332.57 2.05 778.24 2.35 2.98 1910.8 496.26 0 348.27 1236.03 1598.44 4.49 3.39 4.36 0 3.17 425.72 2480.98 1152.46 277.44 833.72 0 545.32 5.17 0 10.29 2496.8 702.99 5.76 4.63 714.57 569.54 1.74 118.72 1010.1 1051.02 0 2.2 698.06 1.59 0 772.67 1367.5 1.18 63.34 0 4.27 1267.37 0 1277.92 1.57 3.62 0 1.21 1065.35 5.45 0 7.54 0 4.3 4.84 3.61 1547.61 510.76 5.69 97.97 1675.5 3.15 1524.29 734.36 1002.53 494.6 234.09 1648.85 567.57 212.43 123.98 22.2 1.96 1.78 697.97 0 928.06 2.66 14.15 521.4 0 1.58 320.67 2.82 1367.79 416.72 660.2 52.47 0.94 867.1 2.38 808.12 1.83 465.15 4.3 0 1176.55 5.12 4.7 0 4.28 5.5 896.6 75.74 1839.16 2091.46 0 3.21 3.8 5.29 0 0 5.17 188.41 961.52 1104.01 0 1922.7 3.91 1.81 1.49 2.8 1642.65 838.43 850.66 0
"Krtcap2" 29.45 0 2164.82 1698.22 448.19 586.52 0 144.16 420.45 0 0 0 0 571.2 9.55 0 1194.39 314.81 0 1866.02 0 568.74 715.1 0 0 830.39 1553.27 0 683.62 7.77 0 0 0 0 1024.44 0 1094.74 268.06 874.58 0 2290.16 1482.9 1155.64 0 0 11.77 1121.79 0 3117.34 1379.4 0 2831.28 194.31 0 2487.55 1233.85 1580.46 0 22.14 812.9 384.22 1467.1 425.79 0 1035.47 0 1564.93 0 481.24 0 13.92 1436.95 0 37.98 499.97 17.53 1665.09 0 254.63 19.69 45.19 813.56 1632.03 2688.9 391.93 2704.39 0 0 0 9.88 0 0 0 0 458.06 0 988.93 155.53 439.34 1011.89 1018.03 0 186.81 12.32 0 85.71 1433.89 1518.24 1218.05 1198.67 0 432.89 570.09 170.5 1404.4 2226.55 0 0 1079.72 2401.6 689.08 0 177.67 509.5 525.73 247.65 0 342.43 0 0 613.75 0 319.18 941.38 1922.64 428.47 0 1643.67 769.4 155.57 372.63 614.56 169.37 0 639.3 49.46 52.89 0 1433.56 0 721.17 25.64 194.66 0 0 0 0 0 63.91 2434.67 0 0 1195.21 0 12.09 0 110.71 0 0 1617.92 310.09 0
"Rpl12" 0 5.7 5573.82 0 0 45 1488.71 0 0 0 0 1427.92 22.57 1633.86 523.82 0 3107.22 273.25 0 890.33 0 0 932.28 0 379.15 0 0 0 0 6.13 16.97 722.66 9.09 0 0 1204.91 164.29 1295.56 0 0 882.45 1697.52 322.95 554.54 7.28 0 168.99 712.85 0 557.19 1086.15 1347.04 0 560.22 0 0 608.16 12.75 698.9 1434.34 405.5 101.53 0 907.76 1080.4 0 1124.04 1087.7 14.06 3386.82 0 1495.71 4.25 0 526.03 0 0 0 323.34 0 17.83 0 5.55 5.77 463.89 813.78 0 952.18 3267.24 986.14 0 654.03 0 0 4.2 0 1142.94 0 762.69 0 0 3.53 353.78 9.72 3822.23 50.72 0 0 2679.9 793.29 939.48 2048.77 10.71 1631.29 848.82 0 134.34 0 1367.14 1136.86 237.11 5.96 76.47 1640.58 617.94 846.74 1103.58 3.86 0 3.44 1341.14 17.35 381.01 0 0 0 11.6 328.25 0 8.77 0 714.65 6.68 8198.28 0 930.43 313.03 509.82 934.47 12.32 401.69 718.37 0 0 0 0 0 792.29 2017.32 0 1463.03 0 813.03 0 0 22.08 655.17 507.61 6.58 0 0 7.14
"Prnp" 2.68 780.4 157.73 1156.18 1531.23 183.61 1.8 182.02 554.93 806.15 1603.67 1202.21 5.2 1.85 10.42 2.81 865.01 286.11 642.19 7.89 103.43 2891.49 2228.79 683.83 792.19 0.8 1.02 103.25 256.69 221.76 1681.66 28.07 356.1 3332.5 3.21 3.08 1127.6 609.05 37.28 213.05 773.22 2.88 975.87 16.88 5.03 1622.95 785.09 3894.06 1104.98 21.03 266.02 2192.24 458.5 1274.17 26.36 899.89 0.89 2848.73 37.23 3150.18 2.18 2.38 735.17 847.61 1.05 522.66 1493.62 1062.31 4.86 363.42 171.42 447.62 0.98 709.46 1.38 239.76 98.95 3.1 542.88 2.68 1281.26 2233.74 27.49 241.68 203.18 288.5 1184.54 838.69 1615.91 618.13 531.53 3615.66 255.7 283.51 154.79 3.68 299.69 1434.43 61.89 137.95 534.51 318.82 1802.71 95.47 2.56 85.03 1127.31 962.34 1569.2 4.69 0.47 251.01 2.47 1369.59 445.74 6.98 1191.71 2.08 632.78 543.82 245.94 322.69 47.71 333.09 1 1.88 4.98 91.98 0 1242.53 47.2 0 653.46 513.53 272.14 712.82 1.34 538.46 3.08 249.35 198.41 389.52 945.1 17.27 0 6.74 151.42 3.09 337.05 4.26 422.17 39.62 18.58 1152.44 2.14 7.44 1.98 2.61 2.9 978.6 184.09 1490.16 2.81 0 1.65 1.53 0.84 1.58 0 94.1 903.86 27.16
"Ndufs5" 0 0 0 0 0 1457.34 0 564.05 0 0 272.9 121.34 0 0 0 210.74 0 34.52 1455.22 47.59 0 0 0 0 0 0 1897.64 80.02 163.45 494.22 0 635.86 3967.79 0 0 1387.11 1716.85 0 0 0 0 0 0 0 0 0 890.89 4468.15 48.84 537.72 228.31 0 63.49 0 0 0 449.25 2452.16 0 346.83 10.53 0 466.9 2592.89 0 8414.18 1103.86 368.34 0 83.68 30.53 0 0 1542.56 566.79 0 632.02 14.95 0 1970.12 0 31.86 15.43 767.66 0 0 1880.38 0 0 0 0 0 1622.78 0 1246.92 0 0 0 0 0 0 1184.61 40.97 40.53 0 0 1345.6 0 0 79.49 123.7 449.47 178.61 6542.94 0 1000.82 0 0 0 0 122.86 0 0 0 1212.48 0 647.58 418.4 0 0 707.82 4187.59 796.26 0 1353.26 259.61 0 911.05 272.96 1805 1209.16 177.26 18.57 0 0 0 2958.05 0 1020 0 0 0 0 2988.27 0 0 119.59 2143.49 0 1858.72 97.37 602.49 1626.6 0 0 0 971.16 789.83 1224.74 1719.86 628.23 0
"Tma7" 1633.88 17.18 0 584.24 0 826.88 23.5 0 0 712.28 0 5.3 1667.03 0 314.34 6.13 0 1697.63 1049.81 34.41 20.99 212.24 1072.54 5.8 9.07 1232.96 1311.53 1438.7 0 3.08 1535.07 16.89 0 9.37 0 0 63.14 1411.25 0 0 814.72 142.63 19.09 2.89 14.63 4.67 2763.55 16.66 1695.25 0 0 1309.73 1335.43 0 13.27 1723.97 324.94 0 623.37 0 773.16 0 298.7 0 602.17 12.61 0 5.28 7.07 2935.6 612.61 1279.52 1520.11 0 521.19 542.13 1345.84 470.4 8.19 1327.05 0 608.15 463.02 5.79 0 0 1299.66 910.09 0 654.18 0 0 597.64 0 287.22 898.33 1771.71 12.33 0 633.51 925.68 535.2 0 904.27 50.28 707.99 740.19 0 5.68 863.59 57.47 326.82 753.49 16.9 900.45 10.15 589.14 453.78 0 1238.47 323.1 53.92 1383.32 995.24 299.65 1611.92 478.43 1547.2 1227.67 916.4 1385.27 3052.06 1317.49 924.05 479.04 514.4 0 1697.72 0 1401.11 2005.21 12.83 0 0 23.04 19.61 20.97 0 1272.35 0 706.46 0 0 0 18.65 1116.67 8.65 887.24 0 889.19 654.42 649.97 751.72 0 4.79 652.4 592.6 916.87 158.9 6.9 900.83 1808.73
"Cox20" 0 434.49 0 53.66 0 2030.36 42.45 1101.3 410.63 0 0 0 0 0 184.71 0 0 0 0 93.24 0 71.88 0 4025.94 0 0 0 0 0 0 2587.89 549.15 0 0 0 0 0 143.99 578.2 0 0 1468.26 0 469.43 3249.87 0 43.82 0 0 0 2835.06 0 150.14 386.19 0 0 0 0 666.08 0 0 0 140.75 2540.47 0 4579.8 0 0 0 40.99 299.09 364.16 0 0 292.98 753.28 0 0 251.38 3447.48 0 0 0 0 0 158.28 4202.93 0 4971.63 403.32 0 0 23.99 4489.84 251.77 0 0 267.35 0 457.73 0 499.37 0 0 0 0 0 0 0 636.96 0 0 1224.92 0 2247.12 4564.12 0 491.67 0 0 851.85 0 3123.32 1836.34 117.67 0 0 273.28 311.84 1349.22 2586.75 0 633.05 4481.48 0 230.16 2399.62 915.62 0 1002.78 2173.21 0 0 0 0 0 3864.13 0 0 0 546.89 0 0 0 0 140.72 281.2 0 0 0 1750.11 0 0 0 0 0 1585.8 1232.77 0 0 0 0
"4930470H14Rik" 23.49 4.42 2317.25 58.07 6.17 720.16 2.12 544.55 1136.2 1283.33 39.9 165.81 5.29 2.5 5.86 12.77 407.86 5.79 39.31 1339.93 579.43 631.72 712.46 1200.69 1080.34 216.39 7.39 2350.39 263.12 128.51 184.02 646.66 371.66 1804.45 659.65 5.07 101.67 78.52 1090.04 633.24 17.29 210.45 200.4 1259.11 1347.74 636.52 984.02 989.51 335.05 16.98 59.26 344.52 2.64 1097.12 48.66 52.86 160.3 64.75 32.89 872.43 588.45 3831.05 2022.64 1193.06 2.82 0 3158.79 80.72 12.02 1185.58 91.36 12.98 639.72 1147.71 16.99 176.37 985.25 1.73 235.15 2.41 3487.29 1175.31 34.48 55.59 815.1 801.96 25.93 1132.05 370.85 75.84 245.94 1368.4 9.35 678.56 169.25 933.75 1.23 25.01 51.29 1935.65 150.36 345.02 1320.95 405.51 22.41 216.63 1004.54 918.12 16.39 52.16 2.54 15.16 256.37 1237.76 222.17 2186.91 1492.78 109.21 193.96 26.35 269.7 3.7 41.07 124.02 0 41.76 107.4 398.2 231.21 438.28 70.82 649.08 875.63 816.3 4.78 9.73 172.52 818.51 597.43 732.69 1089.64 66.78 717.75 27.17 385.98 12.12 12.96 787.35 3.82 188.68 713.67 1568.53 1979.41 252.92 66.51 1218.47 5.35 332.85 7.87 1968.22 97.5 34.78 12.65 13.9 13.14 0.69 3819.58 2.13 381.67 1.07 14.73 0
"Tmem47" 397.54 267.83 3.26 1165.21 674.05 287.5 1171.4 230.62 981.08 615.45 9.82 942.17 3.12 0.44 514.78 3.37 161.98 889.41 1146.79 1285.42 2649.87 0.73 24.81 607.53 2105.74 794.05 2.19 1076.52 133.35 2.37 43.15 443.23 6611.03 1517.61 415.23 3.52 1433.64 324.47 1415.37 986.78 1581.46 248.92 19.95 2051.73 0 337.15 770.24 5048.96 1180.3 317.48 1131.02 381.4 1425.94 1.57 2041.72 22.21 5.24 1509.03 0 420.56 501.48 2971.64 624.64 1496.47 42.65 1431.67 490.03 423.75 21.77 145.13 345.04 609.69 141.1 1634.61 240.19 586.86 1223.74 920.34 1.95 1.5 481.86 2011.96 0.92 692.18 701.69 1029.88 610.09 183.29 1643.93 346.83 407.19 4.89 947.1 803.79 484.89 813.41 547.38 2.04 71.38 18.58 284.98 145.42 320.23 1.34 796.85 1551.74 322.47 3.4 134.02 4.78 11.51 0.45 294.68 973.27 799.31 7.26 539.86 247.49 419.73 219.37 381.84 829.71 39.82 160.93 91.7 74.7 0 357.61 3.17 1133 2.57 4.81 29.09 1925.21 1.42 4.41 0 227.49 0.49 92.08 3.51 269.46 684.79 4.14 1.27 3.24 5.77 0 125.71 2.04 1.92 4.47 1.27 325.59 2.05 2.86 2.85 0.63 2.79 1.92 1.87 0.8 1.8 0 0.79 1.46 1.61 1.14 1.45 3.04 283.11 599.26
"Fam213a" 0 6.26 2.7 3.61 15.59 641.25 572.33 408.47 6.9 13.66 685.81 1.93 6.2 8.84 840.26 29.04 1825.42 0 1591.79 0 2890.68 1128.64 460.44 2.11 117.35 575.32 2076.68 2625.43 745.98 1.12 15.62 4.63 1.67 0 7.54 4.84 1355.65 671.71 3.24 494.35 23.19 0.91 0 3.68 0 0.85 982.24 964.93 3.22 941.91 347.14 3559.25 2078.67 1022.82 855.92 8536.56 4.23 7.04 1.6 839.66 3.47 1317.04 825.76 817.24 3.32 2.3 9.05 5.77 4.02 539.98 370.05 5.11 789.97 0.91 0 1208.09 1380.95 3.94 0.99 1749.27 19.59 2245.86 581.38 1171.06 814.79 675.51 254.02 414.52 8.8 553.1 1298.93 12.95 1213.81 0 2.39 0 1425.95 11.25 477.66 14.16 0 1.29 663.54 0.89 5.08 2192.95 922.51 5.62 1.04 3.72 835.9 0 3.92 406.46 1344.03 9.24 259.31 23.15 2009.9 2311.28 371.59 4678.56 1.18 438.12 0.79 0 404.45 535.75 0 283.45 1.71 6.35 533.47 255.41 4.69 2850.86 2288.85 216.96 1.63 727.3 7.69 2.34 1.22 13.73 0 0 19.11 4.91 1278.8 2.26 10.48 5.57 4.23 940.69 0 11.83 1.58 971.95 4.62 5.29 0 6.62 4.56 8.19 0.87 5.66 919.7 2.51 1.2 1.26 720.37 1.31
"Tubb5" 9.49 6.24 9.8 775.55 2.33 6.45 7.98 314.73 19.56 1277.61 7.38 5.31 4.12 80.3 600.89 105.38 172.09 184.67 5.57 42.01 1.91 619.29 4.7 3.69 18.13 2.7 714.48 6.18 31.09 2.24 913.49 6.04 7.69 9.46 16.45 3398 114.17 668.69 7.12 9.45 274.71 140.35 1647.85 12.52 23.36 0.42 8.16 9.08 33.65 280.2 18.39 40.1 99.95 839.69 3.94 14.29 4264.03 3.51 745.48 187.54 2656.6 3.24 3.56 717.24 180.63 9.16 436.54 5.82 1909.2 104.09 606.57 259.92 2.33 31.33 1964.84 2.18 70.17 7.67 3761.35 707.36 1284.99 333.02 1083.97 526.09 29.94 215.7 59.1 17.3 0 2.85 447.08 4.92 1.21 2.15 293.88 335.28 402.2 0 27.14 28.66 519.05 4.8 45.38 1812.08 3.09 2.59 601.88 6.48 117.46 371.51 5466.18 137.36 1171.53 6.22 3.25 4.8 618.86 13.92 6439.82 1095.32 1380.19 1.85 2710.16 23.61 3118.89 2166.97 3239.11 655.16 5.22 521.54 1033.24 9.9 782.63 4.75 3653.36 3.34 215.83 411.86 4209.14 429.06 270.27 397.88 1403.55 13.58 6.28 8.9 53.31 13.09 862.68 158.92 339.21 592.5 595.19 4.29 6.77 34.28 5.22 586.07 2.3 2.96 5.4 28.35 24.6 8.17 2.18 1.21 581.42 408.68 7.41 400.49 338.6 1789.1
